1911;;;
Alessandria-Ancona;1393249,230404;0;0
Alessandria-Aquila;1022114,5147239999;0;0
Alessandria-Avellino;1360298,223941;0;58061,868057
Alessandria-Bari;1589347,3793239999;0;0
Alessandria-Belluno;606982,519751;0;0
Alessandria-Benevento;1353283,969234;0;64113,900487
Alessandria-Bergamo;202519,95075;0;0
Alessandria-Bologna;341137,116344;0;0
Alessandria-Brescia;242991,130821;0;0
Alessandria-Cagliari;953969,4672529999;570000,0;0
Alessandria-Campobasso;1466490,7363879997;0;64113,900487
Alessandria-Caserta;1241128,7488250001;0;0
Alessandria-Catania;1416876,828428;392000,0;58061,868057
Alessandria-Catanzaro;1786349,18181;430000,0;0
Alessandria-Chieti;1393249,230404;230000,0;0
Alessandria-Cremona;263187,82117999997;0;0
Alessandria-Cuneo;211141,94809199998;0;0
Alessandria-Ferrara;391647,34946399997;0;0
Alessandria-Firenze;525644,7270229999;0;0
Alessandria-Foggia;1427291,756279;0;0
Alessandria-Forlì;431048,85586999997;0;0
Alessandria-Genova;105026,309547;0;0
Alessandria-Agrigento;1226420,401888;600000,0;58061,868057
Alessandria-Grosseto;831358,890159;0;0
Alessandria-Lecce;1786349,18181;0;0
Alessandria-Livorno;656669,1247469999;0;0
Alessandria-Lucca;661790,0920729999;0;0
Alessandria-Mantova;350412,84363799996;0;0
Alessandria-Massa e Carrara;687375,7426759999;0;0
Alessandria-Messina;1297635,977977;392000,0;58061,868057
Alessandria-Milano;126495,71038499998;0;0
Alessandria-Napoli;1226420,401888;0;58061,868057
Alessandria-Novara;95066,352891;0;0
Alessandria-Padova;445904,563709;0;0
Alessandria-Palermo;1226420,401888;410000,0;58061,868057
Alessandria-Parma;216136,530339;0;0
Alessandria-Pavia;112072,80208100002;0;0
Alessandria-Pesaro;493681,266035;110000,0;0
Alessandria-Piacenza;135769,367673;0;0
Alessandria-Pisa;631811,6193639999;0;0
Alessandria-Porto Maurizio;105026,309547;125000,0;0
Alessandria-Ravenna;493681,266035;0;0
Alessandria-Reggio Calabria;1297635,977977;374000,0;58061,868057
Alessandria-Roma;953969,4672529999;0;0
Alessandria-Rovigo;437069,759808;0;0
Alessandria-Salerno;1297635,977977;0;58061,868057
Alessandria-Sassari;656669,1247469999;500000,0;0
Alessandria-Siena;654172,6583259999;0;0
Alessandria-Siracusa;1525001,691333;392000,0;58061,868057
Alessandria-Sondrio;355542,103373;0;0
Alessandria-Torino;125723,096892;0;0
Alessandria-Trapani;1471767,512052;410000,0;58061,868057
Alessandria-Treviso;486727,933477;0;0
Alessandria-Udine;614783,157826;0;24899,352596
Alessandria-Venezia;391647,34946399997;220000,0;0
Alessandria-Verona;334532,118646;0;0
Alessandria-Vicenza;402595,890538;0;0
Ancona-Aquila;371134,71568;0;0
Ancona-Avellino;610831,0832230002;0;0
Ancona-Bari;599150,801802;0;0
Ancona-Belluno;1471379,4363970002;0;0
Ancona-Benevento;572069,7419520002;0;0
Ancona-Bergamo;1379124,907574;0;34822,448414
Ancona-Bologna;1052112,11406;0;0
Ancona-Brescia;1392368,334477;0;0
Ancona-Cagliari;520330,039742;570000,0;0
Ancona-Campobasso;685276,5091060002;0;0
Ancona-Caserta;743882,7984690003;0;6052,03243
Ancona-Catania;792734,179638;392000,0;0
Ancona-Catanzaro;796152,604288;430000,0;0
Ancona-Chieti;0;230000,0;0
Ancona-Cremona;1256425,193548;0;34822,448414
Ancona-Cuneo;1604391,1784960001;0;0
Ancona-Ferrara;1116236,796482;0;0
Ancona-Firenze;867604,503381;0;0
Ancona-Foggia;437095,178757;0;0
Ancona-Forlì;1142023,8535860002;0;0
Ancona-Genova;1498275,5399509997;0;0
Ancona-Agrigento;698933,3092980003;600000,0;6052,03243
Ancona-Grosseto;665870,472166;0;0
Ancona-Lecce;796152,604288;0;0
Ancona-Livorno;841633,0347310001;0;0
Ancona-Lucca;895396,2156700001;0;0
Ancona-Mantova;1293986,234107;0;0
Ancona-Massa e Carrara;920981,866273;0;0
Ancona-Messina;673493,329187;392000,0;0
Ancona-Milano;1354561,190197;0;0
Ancona-Napoli;698933,3092980003;0;6052,03243
Ancona-Novara;1424456,010279;0;0
Ancona-Padova;1223684,134013;0;0
Ancona-Palermo;698933,3092980003;410000,0;6052,03243
Ancona-Parma;1177112,700065;0;0
Ancona-Pavia;1400171,423047;0;0
Ancona-Pesaro;0;80000,0;0
Ancona-Piacenza;1257479,862731;0;0
Ancona-Pisa;865417,7429610001;0;0
Ancona-Porto Maurizio;1498275,5399509997;125000,0;0
Ancona-Ravenna;0;190000,0;0
Ancona-Reggio Calabria;673493,329187;374000,0;0
Ancona-Roma;520330,039742;0;0
Ancona-Rovigo;1161659,206826;0;0
Ancona-Salerno;673493,329187;0;0
Ancona-Sassari;520330,039742;480000,0;0
Ancona-Siena;996132,434684;0;0
Ancona-Siracusa;900859,0425430001;392000,0;0
Ancona-Sondrio;1540010,823899;0;34822,448414
Ancona-Torino;1518972,3272959997;0;0
Ancona-Trapani;944280,4194620003;410000,0;6052,03243
Ancona-Treviso;1351124,850123;0;0
Ancona-Udine;1479180,0744720001;0;24899,352596
Ancona-Venezia;0;410000,0;0
Ancona-Verona;1300827,346652;0;0
Ancona-Vicenza;1266992,807184;0;0
Aquila-Avellino;578913,146021;0;0
Aquila-Bari;567232,8646;0;0
Aquila-Belluno;1100244,720717;0;0
Aquila-Benevento;540151,80475;0;0
Aquila-Bergamo;1007990,1918940003;0;34822,448414
Aquila-Bologna;680977,39838;0;0
Aquila-Brescia;1021233,6187969998;0;0
Aquila-Cagliari;290491,44690499996;570000,0;0
Aquila-Campobasso;653358,571904;0;0
Aquila-Caserta;577650,728477;0;0
Aquila-Catania;760816,2424359998;392000,0;0
Aquila-Catanzaro;764234,667086;430000,0;0
Aquila-Chieti;371134,71568;230000,0;0
Aquila-Cremona;885290,4778680002;0;34822,448414
Aquila-Cuneo;1233256,4628160002;0;0
Aquila-Ferrara;745102,080802;0;0
Aquila-Firenze;496469,787701;0;0
Aquila-Foggia;405177,24155499996;0;0
Aquila-Forlì;770889,137906;0;0
Aquila-Genova;1127140,824271;0;0
Aquila-Agrigento;562942,38154;600000,0;58061,868057
Aquila-Grosseto;436031,87932899996;0;0
Aquila-Lecce;764234,667086;0;0
Aquila-Livorno;611794,4418939999;0;0
Aquila-Lucca;632615,152751;0;0
Aquila-Mantova;922851,5184269999;0;0
Aquila-Massa e Carrara;658200,803354;0;0
Aquila-Messina;641575,3919849999;392000,0;0
Aquila-Milano;983426,474517;0;0
Aquila-Napoli;562942,38154;0;58061,868057
Aquila-Novara;1053321,294599;0;0
Aquila-Padova;852549,418333;0;0
Aquila-Palermo;562942,38154;410000,0;58061,868057
Aquila-Parma;805977,9843850001;0;0
Aquila-Pavia;1029036,707367;0;0
Aquila-Pesaro;371134,71568;80000,0;0
Aquila-Piacenza;886345,147051;0;0
Aquila-Pisa;602636,680042;0;0
Aquila-Porto Maurizio;1127140,824271;125000,0;0
Aquila-Ravenna;847135,997373;0;0
Aquila-Reggio Calabria;641575,3919849999;374000,0;0
Aquila-Roma;290491,44690499996;0;0
Aquila-Rovigo;790524,491146;0;0
Aquila-Salerno;641575,3919849999;0;0
Aquila-Sassari;290491,44690499996;480000,0;0
Aquila-Siena;624997,719004;0;0
Aquila-Siracusa;868941,1053409999;392000,0;0
Aquila-Sondrio;1168876,108219;0;34822,448414
Aquila-Torino;1147837,611616;0;0
Aquila-Trapani;808289,4917039999;410000,0;58061,868057
Aquila-Treviso;979990,1344430001;0;0
Aquila-Udine;1108045,358792;0;24899,352596
Aquila-Venezia;745102,080802;220000,0;0
Aquila-Verona;929692,6309719998;0;0
Aquila-Vicenza;895858,091504;0;0
Avellino-Bari;335791,52751100005;0;0
Avellino-Belluno;1438428,4299340001;0;58061,868057
Avellino-Benevento;38761,341271;0;0
Avellino-Bergamo;1346173,901111;0;92884,316471
Avellino-Bologna;1019161,107597;0;58061,868057
Avellino-Brescia;1359417,3280139999;0;58061,868057
Avellino-Cagliari;133877,82205299998;620000,0;0
Avellino-Campobasso;151968,108425;0;0
Avellino-Caserta;178827,31122399998;0;0
Avellino-Catania;181903,096415;392000,0;0
Avellino-Catanzaro;532793,329997;430000,0;0
Avellino-Chieti;610831,083223;230000,0;0
Avellino-Cremona;1223474,1870849999;0;92884,316471
Avellino-Cuneo;1571440,172033;0;58061,868057
Avellino-Ferrara;1083285,790019;0;58061,868057
Avellino-Firenze;834653,4969179999;0;58061,868057
Avellino-Foggia;173735,904466;0;0
Avellino-Forlì;1109072,847123;0;58061,868057
