1891;;;
Alessandria-Ancona;1393249,230404;0;0
Alessandria-Aquila;1022114,5147239999;0;0
Alessandria-Avellino;1272404,4409999999;0;145955,650998
Alessandria-Bari;1589347,3793239999;0;0
Alessandria-Belluno;606982,519751;0;0
Alessandria-Benevento;1230603,6408509999;0;186794,22887
Alessandria-Bergamo;202519,95075;0;0
Alessandria-Bologna;341137,116344;0;0
Alessandria-Brescia;242991,130821;0;0
Alessandria-Cagliari;953969,4672529999;570000,0;0
Alessandria-Campobasso;1343810,4080049996;0;186794,22887
Alessandria-Caserta;1175993,743703;0;65135,005122
Alessandria-Catania;1351741,8233059999;392000,0;123196,873179
Alessandria-Catanzaro;1525635,985455;430000,0;456806,03851999994
Alessandria-Chieti;1393249,230404;230000,0;0
Alessandria-Cremona;263187,82117999997;0;0
Alessandria-Cuneo;181592,059202;0;45425,655352
Alessandria-Ferrara;391647,34946399997;0;0
Alessandria-Firenze;525644,7270229999;0;0
Alessandria-Foggia;1427291,756279;0;0
Alessandria-Forlì;431048,85586999997;0;0
Alessandria-Genova;8460,561093;0;103062,511925
Alessandria-Agrigento;1161285,396766;600000,0;123196,873179
Alessandria-Grosseto;794185,264731;0;38246,422581
Alessandria-Lecce;1525635,985455;0;456806,03851999994
Alessandria-Livorno;656669,1247469999;0;0
Alessandria-Lucca;661790,0920729999;0;0
Alessandria-Mantova;350412,84363799996;0;0
Alessandria-Massa e Carrara;687375,7426759999;0;0
Alessandria-Messina;1232500,9728549998;392000,0;123196,873179
Alessandria-Milano;126495,71038499998;0;0
Alessandria-Napoli;1161285,396766;0;123196,873179
Alessandria-Novara;95066,352891;0;0
Alessandria-Padova;445904,563709;0;0
Alessandria-Palermo;1161285,396766;410000,0;123196,873179
Alessandria-Parma;216136,530339;0;0
Alessandria-Pavia;112072,80208100002;0;0
Alessandria-Pesaro;493681,266035;110000,0;0
Alessandria-Piacenza;135769,367673;0;0
Alessandria-Pisa;631811,6193639999;0;0
Alessandria-Porto Maurizio;8460,561093;125000,0;103062,511925
Alessandria-Ravenna;493681,266035;0;0
Alessandria-Reggio Calabria;1232500,9728549998;374000,0;123196,873179
Alessandria-Roma;953969,4672529999;0;0
Alessandria-Rovigo;437069,759808;0;0
Alessandria-Salerno;1232500,9728549998;0;123196,873179
Alessandria-Sassari;656669,1247469999;500000,0;0
Alessandria-Siena;654172,6583259999;0;0
Alessandria-Siracusa;1459866,686211;392000,0;123196,873179
Alessandria-Sondrio;299744,066137;0;55798,037236000004
Alessandria-Torino;125723,096892;0;0
Alessandria-Trapani;1406632,50693;410000,0;123196,873179
Alessandria-Treviso;486727,933477;0;0
Alessandria-Udine;614783,157826;0;24899,352596
Alessandria-Venezia;391647,34946399997;220000,0;0
Alessandria-Verona;334532,118646;0;0
Alessandria-Vicenza;402595,890538;0;0
Ancona-Aquila;371134,71568;0;0
Ancona-Avellino;502216,67310300004;0;157572,426213
Ancona-Bari;599150,801802;0;0
Ancona-Belluno;1436039,0111750003;0;63000,044255
Ancona-Benevento;572069,7419520002;0;0
Ancona-Bergamo;1332177,266575;0;81770,08941300001
Ancona-Bologna;1052112,11406;0;0
Ancona-Brescia;1357027,909255;0;63000,044255
Ancona-Cagliari;520330,039742;570000,0;0
Ancona-Campobasso;685276,5091060002;0;0
Ancona-Caserta;686337,4752080003;0;63597,355691
Ancona-Catania;661360,9916989999;392000,0;180331,204032
Ancona-Catanzaro;796152,604288;430000,0;0
Ancona-Chieti;0;230000,0;0
Ancona-Cremona;1209477,552549;0;81770,08941300001
Ancona-Cuneo;1574841,2896059998;0;45425,655352
Ancona-Ferrara;1080896,3712600002;0;63000,044255
Ancona-Firenze;867604,503381;0;0
Ancona-Foggia;437095,178757;0;0
Ancona-Forlì;1142023,8535860002;0;0
Ancona-Genova;1401709,7914969998;0;103062,511925
Ancona-Agrigento;641387,9860370003;600000,0;63597,355691
Ancona-Grosseto;665200,409389;0;670,062777
Ancona-Lecce;796152,604288;0;0
Ancona-Livorno;802716,549373;0;38916,485358
Ancona-Lucca;857552,527465;0;38916,485358
Ancona-Mantova;1258645,8088850002;0;63000,044255
Ancona-Massa e Carrara;883138,178068;0;38916,485358
Ancona-Messina;542120,141248;392000,0;180331,204032
Ancona-Milano;1354561,190197;0;0
Ancona-Napoli;641387,9860370003;0;63597,355691
Ancona-Novara;1424456,010279;0;0
Ancona-Padova;1188343,708791;0;63000,044255
Ancona-Palermo;641387,9860370003;410000,0;63597,355691
Ancona-Parma;1177112,700065;0;0
Ancona-Pavia;1395408,682037;0;5156,378091
Ancona-Pesaro;0;80000,0;0
Ancona-Piacenza;1257479,862731;0;0
Ancona-Pisa;827574,054756;0;38916,485358
Ancona-Porto Maurizio;1401709,7914969998;125000,0;103062,511925
Ancona-Ravenna;1182930,287831;0;63000,044255
Ancona-Reggio Calabria;542120,141248;374000,0;180331,204032
Ancona-Roma;520330,039742;0;0
Ancona-Rovigo;1126318,7816040001;0;63000,044255
Ancona-Salerno;542120,141248;0;180331,204032
Ancona-Sassari;520330,039742;480000,0;0
Ancona-Siena;996132,434684;0;0
Ancona-Siracusa;769485,854604;392000,0;180331,204032
Ancona-Sondrio;1437265,145664;0;137568,126649
Ancona-Torino;1518972,3272959997;0;0
Ancona-Trapani;886735,0962010003;410000,0;63597,355691
Ancona-Treviso;1315784,4249010002;0;63000,044255
Ancona-Udine;1443839,6492500002;0;87899,396851
Ancona-Venezia;1080896,3712600002;220000,0;63000,044255
Ancona-Verona;1265486,92143;0;63000,044255
Ancona-Vicenza;1231652,3819620002;0;63000,044255
Aquila-Avellino;470298,735901;0;157572,426213
Aquila-Bari;567232,8646;0;0
Aquila-Belluno;1064904,295495;0;63000,044255
Aquila-Benevento;540151,80475;0;0
Aquila-Bergamo;961042,5508950002;0;81770,08941300001
Aquila-Bologna;680977,39838;0;0
Aquila-Brescia;985893,1935749998;0;63000,044255
Aquila-Cagliari;290491,44690499996;570000,0;0
Aquila-Campobasso;653358,571904;0;0
Aquila-Caserta;512515,7233549999;0;65135,005122
Aquila-Catania;629443,054497;392000,0;180331,204032
Aquila-Catanzaro;764234,667086;430000,0;0
Aquila-Chieti;371134,71568;230000,0;0
Aquila-Cremona;838342,8368690001;0;81770,08941300001
Aquila-Cuneo;1203706,5739260002;0;45425,655352
Aquila-Ferrara;709761,65558;0;63000,044255
Aquila-Firenze;496469,787701;0;0
Aquila-Foggia;405177,24155499996;0;0
Aquila-Forlì;770889,137906;0;0
Aquila-Genova;1030575,0758170001;0;103062,511925
Aquila-Agrigento;497807,3764179999;600000,0;123196,873179
Aquila-Grosseto;435361,81655199995;0;670,062777
Aquila-Lecce;764234,667086;0;0
Aquila-Livorno;572877,9565359999;0;38916,485358
Aquila-Lucca;632615,152751;0;0
Aquila-Mantova;887511,0932049999;0;63000,044255
Aquila-Massa e Carrara;658200,803354;0;0
Aquila-Messina;510202,20404599997;392000,0;180331,204032
Aquila-Milano;983426,474517;0;0
Aquila-Napoli;497807,3764179999;0;123196,873179
Aquila-Novara;1053321,294599;0;0
Aquila-Padova;817208,993111;0;63000,044255
Aquila-Palermo;497807,3764179999;410000,0;123196,873179
Aquila-Parma;805977,9843850001;0;0
Aquila-Pavia;1024273,966357;0;5156,378091
Aquila-Pesaro;371134,71568;80000,0;0
Aquila-Piacenza;886345,147051;0;0
Aquila-Pisa;602636,680042;0;0
Aquila-Porto Maurizio;1030575,0758170001;125000,0;103062,511925
Aquila-Ravenna;811795,572151;0;63000,044255
Aquila-Reggio Calabria;510202,20404599997;374000,0;180331,204032
Aquila-Roma;290491,44690499996;0;0
Aquila-Rovigo;755184,065924;0;63000,044255
Aquila-Salerno;510202,20404599997;0;180331,204032
Aquila-Sassari;290491,44690499996;480000,0;0
Aquila-Siena;624997,719004;0;0
Aquila-Siracusa;737567,917402;392000,0;180331,204032
Aquila-Sondrio;1066130,4299840003;0;137568,126649
Aquila-Torino;1147837,611616;0;0
Aquila-Trapani;743154,4865819998;410000,0;123196,873179
Aquila-Treviso;944649,7092210001;0;63000,044255
Aquila-Udine;1072704,93357;0;87899,396851
Aquila-Venezia;709761,65558;220000,0;63000,044255
Aquila-Verona;894352,2057499998;0;63000,044255
Aquila-Vicenza;860517,666282;0;63000,044255
Avellino-Bari;98765,5012;0;310850,387522
Avellino-Belluno;1315194,2217710002;0;208955,695253
Avellino-Benevento;38761,341271;0;0
Avellino-Bergamo;1211332,477171;0;227725,74041099998
Avellino-Bologna;931267,324656;0;145955,650998
Avellino-Brescia;1236183,119851;0;208955,695253
